text	label
비는 시간마다 다 때려넣은 영화제 즐기기 끝	['O', 'O', 'O', 'O', 'O', 'O', 'O']
벽 시계가 하나 걸렸다	['O', 'O', 'O', 'O']
촉촉함을 오랫동안 유지시켜주어 보습감이 충만하게 느껴지네요	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-B', 'PDT-I', 'PDT-I']
머리감을때 마다 하수구를 막히게 하던 탈모증상도 좋아져 하루라도 안쓸수없어요 탈모증상도 좋아져 하루라도 안쓸수없어요	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-B', 'PDT-I']
민감한 피부의 성인들도 함께 쓸수	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
그뤼너씨 티트리 라인인데요	['O', 'O', 'O']
#저녁시간 #젊줌마 #육아맘	['O', 'O', 'O']
신발을 넣고 슬리퍼를 겟또	['O', 'O', 'O', 'O']
유해물질 없는 크림이라	['O', 'O', 'O']
#뷰티영	['O']
엔딩까지 안타까우니 그야말로 슬픈 영화	['MOV-B', 'MOV-I', 'MOV-B', 'MOV-I', 'O']
그래서 미백라인과 번갈아 쓰면	['O', 'O', 'O', 'O']
이 소식이 브라운 가족의 귀에 들어가게 되고 그들은 패딩턴 구출 작전을 짜낸다 브라운 가족의 협심으로 결국 위기에서 벗어나게 된 패딩턴 이 극적인 모험기는 감동 그 자체다 하지만 위험천만한 구출 과정에서도 코믹 요소는 빠지지 않는다 패딩턴의 사랑스러운 언행은 위기 상황마저 웃음 짓게 만드는 마력을 지니고 있다 감동 그 자체다 하지만 위험천만한 구출 과정에서도 코믹 요소는 빠지지 않는다 패딩턴의 사랑스러운 언행은 위기 상황마저 웃음 짓게 만드는 마력을 지니고 있다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'MOV-B', 'MOV-I', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I']
내나이보다 더 많아 보이면	['O', 'O', 'O', 'O']
아 너무 예뻐	['PDT-B', 'PDT-I', 'PDT-I']
역시 뭐든 원조가 최고	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I']
#여름휴가지추천	['O']
#네오젠니트마스크	['O']
상한머리 잔뜩 쳐낸 레이어드컷이라	['O', 'O', 'O', 'O']
유미상사 수능샤프의 은근한 상위호환 느낌	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
센스있게 준비해주깅	['O', 'O']
아무튼 이 친구들이 여기 진짜 맛있다고	['O', 'O', 'O', 'O', 'O', 'O']
가격은 문제가 안됐는데 너무 무거워서	['TRV-B', 'TRV-I', 'TRV-I', 'TRV-B', 'TRV-I']
#바디헤어미스트 #그린티트러블버블폼 #클렌징폼 #착한성분 #인테리어 #라이프스타일	['O', 'O', 'O', 'O', 'O', 'O']
#림포디아 #옻이래샴푸 선물 받았답니다	['O', 'O', 'O', 'O']
#메이스업베이스 #톤업크림추천	['O', 'O']
선크림이 진짜 기능성으로 잘나왔네요 진짜 기능성으로 잘나왔네요	['O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I']
#도노	['O']
#주부스타그램 #친환경세정제 #에코서트세제 #브리오신사봉느와르	['O', 'O', 'O', 'O']
정리하자면 는 현실감이 살아있는 역사 영화다 여느 역사 영화들이 그렇듯 부차적으로 추구하는 주제 의식이 있기 마련이다 이 영화에서 강조된 것은 생존이자 휴머니즘이다 더 나은 국가가 되기 위해서는 실체하는 개인이 중요한 법 철수라는 단어는 항복이나 패배와 결부지어지기 마련이지만 덩케르크 철수 작전은 패배가 아닌 현명한 전략이었던 것이다 현실감이 살아있는 역사 영화다 여느 역사 영화들이 그렇듯 부차적으로 추구하는 주제 의식이 있기 마련이다 이 영화에서 강조된 것은 생존이자 휴머니즘이다 더 나은 국가가 되기 위해서는 실체하는 개인이 중요한 법 철수라는 단어는 항복이나 패배와 결부지어지기 마련이지만 덩케르크 철수 작전은 패배가 아닌 현명한 전략이었던 것이다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I']
꼭 필링젤 하고 자지요	['O', 'O', 'O', 'O']
생얼 연출 하느라 바르는 #톤업크림	['O', 'O', 'O', 'O', 'O']
이 포스트는 Johnsons로부터 소정의 원고료와 제품을 제공받아 작성된 글입니다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
지루해지는 단점도 있었다 대신 다섯명이 복잡하게	['MOV-B', 'MOV-B', 'MOV-I', 'O', 'O', 'O']
던밀스 군대가지마	['O', 'O']
내가 이 영화를 재감상 첫 번째 작품으로 선택한 이유 바로 가장 실망할 만한 영화였기 때문이다 사실 유아인이 출연한 영화들 중에서 가 가장 별로라고 생각했기 때문에 이 영화를 가장 먼저 선택했다하늘과 바다 라는 작품은 보지 않았고 안 볼 생각이다 한 마디로 이 영화를 표현하자면 별 특색 없지만 나쁘지도 않은 로맨스라고 말하고 싶다 어찌됐든 결론은 훈훈하게 마무리되므로 사랑의 불씨를 틔울만한 작품임에는 틀림 없다 하지만 영화로써의 매력은 글쎄인 그런 작품 호평을 할 만한 영화는 아니다적어도 내겐 하지만 흡족한 미소를 지을 수 있었던 이유는 유아인 때문이다 또한 영화에 등장하는 여배우들도 내가 좋아하는 그녀들이다 배우들 덕을 본 영화라고도 볼 수 있겠다 가장 실망할 만한 영화였기 때문이다 사실 유아인이 출연한 영화들 중에서 가 가장 별로라고 생각했기 때문에 이 영화를 가장 먼저 선택했다하늘과 바다 라는 작품은 보지 않았고 안 볼 생각이다 한 마디로 이 영화를 표현하자면 별 특색 없지만 나쁘지도 않은 로맨스라고 말하고 싶다 어찌됐든 결론은 훈훈하게 마무리되므로 사랑의 불씨를 틔울만한 작품임에는 틀림 없다 하지만 영화로써의 매력은 글쎄인 그런 작품 호평을 할 만한 영화는 아니다 적어도 내겐 하지만 흡족한 미소를 지을 수 있었던 이유는 유아인 때문이다 또한 영화에 등장하는 여배우들도 내가 좋아하는 그녀들이다 배우들 덕을 본 영화라고도 볼 수 있겠다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'MOV-B', 'MOV-I', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
1년에 단 한번 만나볼 수 있으니	['O', 'O', 'O', 'O', 'O', 'O']
내일 다른 건 이상없나 살펴봐야겠다 기능이 너무 많아서 하루 안에 다 뒤져보지도 못했네	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
전 #오마이선프로텍션톤업베이스 바르고 다녀요	['O', 'O', 'O', 'O']
밖에서 늦게까지 있을것도 예상했어야 하는데설마했지	['O', 'O', 'O', 'O', 'O']
브라이트 투모로우 멀티 태스팅 토너	['O', 'O', 'O', 'O', 'O']
길러주고 유수분 보습막을 형성하여 촉촉하고 촉촉하고	['O', 'O', 'O', 'O', 'O', 'PDT-B']
영화에 등장하는 주된 인물들은 각기 다른 사연으로 군함도에 발을 디디게 된다 하지만 그들은 순식간에 같은 상황에 놓이게 된다 성공의 꿈을 안고 딸 소희와 함께 악단장을 해오던 강옥 경성 일대를 주먹으로 평정했던 칠성 위안부 고초를 겪어왔던 말년 이들을 포함해 부당하게 끌려온 조선인들은 무차별 탄광 노역자와 성 노리개가 되고 만다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
밤에 자기전 착용해서 아침에 일어나보니 흡수가  엉덩이가 축축하지 않고 흡수가 엉덩이가 축축하지 않고	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-B', 'PDT-I', 'PDT-I']
깨고선 서로 자기꺼라 싸웠지만	['O', 'O', 'O', 'O']
최고의 선물 저도 오보틀 꼭들고 다닌답니다	['PDT-B', 'PDT-I', 'O', 'O', 'O', 'O']
장승문화가 왜곡되거나 단절되지 않고 올바른 계승을 위해 청양군은 1999년 칠갑산에 장승공원을 조성했다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
가장 뜨거웠던 그 여름	['O', 'O', 'O', 'O']
다음 멋진 음악 내가 히사이시 조의 음악에 제일 처음 반했던 것은 기타노 다케시의 영화 HANABI 때였다 그 이전에도 그 이후에도 히사이시 조는 수없이 많은 영화 애니메이션의 음악을 담당했었지만 1998년 1월 일본에 있을 때 TV에서 본 HANABI의 광고는 히사이지 조 음악 하나만으로 압도적이었다 바다를 배경으로 영상이 나오고 흘러나오는 음악 뭐야이거 너무 멋지잖아 했었던 기억 이번 포뇨 역시 히사이시 조의 음악이 첫장면부터 분위기를 압도했다 화면 가득히 펼쳐지는 바닷속 풍경에 웅장하면서도 아름다운 오케스트라 음악은 그야말로 환상적 멋진 음악 내가 히사이시 조의 음악에 제일 처음 반했던 것은 기타노 다케시의 영화 HANABI 때였다 그 이전에도 그 이후에도 히사이시 조는 수없이 많은 영화 애니메이션의 음악을 담당했었지만 1998년 1월 일본에 있을 때 TV에서 본 HANABI의 광고는 히사이지 조 음악 하나만으로 압도적이었다 바다를 배경으로 영상이 나오고 흘러나오는 음악 뭐야이거 너무 멋지잖아 했었던 기억 이번 포뇨 역시 히사이시 조의 음악이 첫장면부터 분위기를 압도했다 화면 가득히 펼쳐지는 바닷속 풍경에 웅장하면서도 아름다운 오케스트라 음악은 그야말로 환상적	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I']
#트렌치코트 #다니엘웰링턴	['O', 'O']
GS홈쇼핑 런칭 라이브 방송	['O', 'O', 'O', 'O']
흡수는 빠르면서 촉촉함이 남달라서 요즘 푹 빠진	['PDT-B', 'PDT-I', 'PDT-B', 'PDT-I', 'PDT-B', 'PDT-I', 'PDT-I']
#뷰티인플루언서뿅	['O']
눈이 초롱초롱	['TRV-B', 'TRV-I']
신나게 목욕놀이 할수있어요	['PDT-B', 'PDT-I', 'PDT-I']
기존 패키지도 예뻤는데 이번에 바뀐 패키지는 뭔가 더 순수해보이고 사랑스러워보이는 느낌	['PDT-B', 'PDT-I', 'PDT-I', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-B', 'PDT-I']
모두 사용할 수 있는	['O', 'O', 'O', 'O']
시리즈도 전부 그랬었다 그러나 람보4는 다르다	['O', 'O', 'O', 'O', 'O', 'O']
원래 잡티없던 피부를 만들어준다고	['O', 'O', 'O', 'O']
코튼이 들어간 #리얼코튼썸머 제품으로	['O', 'O', 'O', 'O']
사용하기전 쉐킷쉐킷 흔들어준 다음	['O', 'O', 'O', 'O']
수분아 차올라라	['O', 'O']
리뉴얼 날씬마녀크림	['O', 'O']
사실 요즘 휴가라고 하기도 애매하게	['O', 'O', 'O', 'O', 'O']
한율 달빛유자 수면팩	['O', 'O', 'O']
#여름필수아이템 #아르셰 덕에	['PDT-B', 'O', 'PDT-B']
오늘은 왠지 롱 귀걸이가 땡기는 날 왠지 롱 귀걸이가 땡기는 날	['O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
그대로 영화에서 쓰는 것들이 즐거웠지만	['MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
두피모발볼륨모발 컨디셔닝효과를 한번에	['PDT-B', 'PDT-I', 'PDT-I']
자기전 TV 볼때나 요리할 때 틈나면	['O', 'O', 'O', 'O', 'O', 'O']
히트웨이브는	['O']
대결이고 포스터만 보면 차승원이 조폭으로 나오는 것	['O', 'O', 'O', 'O', 'O', 'O', 'O']
핑크색면은 피부진정과 생기부여흰색면은 무기차자성분으로 자외선 반사	['O', 'O', 'O', 'O', 'O', 'O']
#powderroom #제품제공	['O', 'O']
얇고 가벼워서 휴대성은 최고	['PDT-B', 'PDT-B', 'PDT-B', 'PDT-I']
근데 여름에 탄 제 발은 언제 돌아오는걸까요	['O', 'O', 'O', 'O', 'O', 'O', 'O']
작년에 유용하게 사용했던 유용하게 사용했던	['O', 'O', 'O', 'PDT-B', 'PDT-I']
세안 후 열심히 담크림 바르고 있어요 열심히 담크림 바르고 있어요	['O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I']
#한동리화수목	['O']
주름미백피부진정보습을	['PDT-B']
메이져회사 브랜드 상품보다 훨씬 낫네	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
추운게 너무 싫어요	['O', 'O', 'O']
피부자생력을 높여주지요	['PDT-B', 'PDT-I']
이 처음부터 끝까지 나와요	['O', 'O', 'O', 'O']
광채피부를 위한 필수템	['PDT-B', 'PDT-I', 'PDT-B']
자연유래성분 18종	['O', 'O']
#라치나타 #라치나타클렌징 #올리브오일 #클렌징밀크 #클렌징추천 #화장품추천 #세안제 #세안 #뷰티 #뷰티일상	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
주름개선 기능성	['O', 'O']
각도 조절까지 되니	['O', 'O', 'O']
#산책 #exercise #dailylook #ootd #오오티디	['O', 'O', 'O', 'O', 'O']
#메가박스 #강하늘 #김무열 #일상 #데일리 #데이트 #daily #꿀잼 #추천영화 #소통 #맞팔	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#수분크림추천 #건성수분크림 #겨울수분크림	['O', 'O', 'O']
#쿠션추천 추천	['O', 'PDT-B']
놈으로 갑자기 돌변 그러다가 또 갑자기 내가 희생할테니	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#초크초크 #수분장벽강화 #보습 #뷰스타그램 #인스타뷰티 #cosmetic #앰플 #좋아요	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
해는 아직 안 지고 날도 넘좋아 급방긋	['O', 'O', 'O', 'O', 'O', 'O', 'O']
요 세가지 제품 아주 유용하게 사용하고 있어요	['O', 'O', 'O', 'O', 'O', 'O', 'O']
아침에 하나 뽑아서 #only 60초 투자	['O', 'O', 'O', 'O', 'O', 'O']
이 블로그의 대표 컨텐츠 중 하나가 1980년대 고전게임이다보니 이번 역시 주먹왕 랄프WreckIt Ralph 때와 마찬가지로 영화에 등장하는 게임들을 정리해봤다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
너무나 매력적인 캐릭터로 그려진 올리버	['MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'O']
진한 메이크업은	['O', 'O']
특히 #WITHMY #치약 은 유해 성분이 없고 치과의사가 만들었다고 해서 더욱 믿고 사용할 수 있었는데요 상콤한 레몬향에 맵지 않아 으니랑 주니도 무난하게 잘 쓰고 있어요 더욱 믿고 사용할 수 있었는데요 상콤한 레몬향에 맵지 않아 으니랑 주니도 무난하게 잘 쓰고 있어요	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-B', 'PDT-I', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-B', 'PDT-I', 'PDT-I']
워낙 피부가 예민한 편이라	['O', 'O', 'O', 'O']
#센텔라스카연고 #여드름연고 #센텔라밤 #퓨어포레센텔라밤	['O', 'O', 'O', 'O']
바르는 순간부터 수분감 충만하더니 수분감 충만하더니	['O', 'O', 'O', 'O', 'PDT-B', 'PDT-I']
맘마미아2 역시 #그리스 #칼로카이리섬 보기만 해도	['O', 'O', 'O', 'O', 'O', 'O']
당분간 애정해주겠어	['PDT-B', 'PDT-I']
매일매일 써도 좋은	['PDT-B', 'PDT-I', 'PDT-I']
제대로 역할놀이에 빠지게 만들 #어린이날선물 인데요	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'O', 'O']
가장 여린 Y존을 케어하는데 안심할수 있다는 거 안심할수 있다는 거	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I']
나를 가꾸는 시간에 나의 최애템 #써미스트 사용하긔 최애템 #써미스트 사용하긔	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'O', 'O']
빈공간이 생기는걸 알고선	['O', 'O', 'O']
은 인류 최초로 달에 착륙한 우주비행사 닐 암스트롱의 실화를 옮겨놓은 영화다 한 인물에 초점을 둔 영화인 만큼 감독은 닐의 내면을 드러내기 위해 그의 얼굴을 자주 클로즈업한다 실존 인물과 사건에 초점을 둔 작품의 경우 대개 사건을 중심에 두고 순차적인 전개 혹은 현 시점에서 과거를 돌아보는 플래쉬백의 흐름을 택한다 사실 이 전개에 있어서는 이 영화도 크게 다르지 않은 것이 사실인데 한 인물의 삶에 초점을 놓고 보면 피할 수 없는 선택이었을 것이다 그럼에도 불구하고 데이미언 셔젤이 추구해왔던 열정 가득한 인물의 면모가 잘 드러나서 좋았다 혹자는 이 같은 전개에 지루하다는 평을 하기도 한다 4DX는 이 지루함을 달래줄 포맷이다 열정 가득한 인물의 면모가 잘 드러나서 좋았다 혹자는 이 같은 전개에 지루하다는 평을 하기도 한다 4DX는 이 지루함을 달래줄 포맷이다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
요럴땐 괜히 남 의견 묻기	['O', 'O', 'O', 'O', 'O']
트러블피부 민감성 피부 진정에도 좋고	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
원료부터 포장까지 전 공정이	['O', 'O', 'O', 'O']
등장했던 스탠 리 할아버지는 이번에 헐크의 혈액이	['O', 'O', 'O', 'O', 'O', 'O', 'O']
박찬욱 감독 시키려고 했을런지도 모르겠다	['O', 'O', 'O', 'O', 'O']
여기를 당일치기로 왔다니	['TRV-B', 'TRV-I', 'TRV-I']
미리 헤어컬러 맞춰보라고 했는갑다	['O', 'O', 'O', 'O']
귀차니즘 쩌는 날 위한 제품	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
1등이 되지 못하면 아무도 알아주지 않기 때문에 미리 포기하고	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
왜 화장솜 필수 사용인지 알겠더라는	['O', 'O', 'O', 'O', 'O']
황당한 센스가 돋보이는 장면이 가득하다	['MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
두 시간 꼬박 밥 먹기 오랜만	['O', 'O', 'O', 'O', 'O', 'O']
신나고 짱짱한 사운드	['MOV-B', 'MOV-B', 'MOV-I']
개그방식을 어느정도 짐작할 수 있다	['MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
트러블은 물론 묵은 각질까지	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I']
#닥터지 #뷰티쁠 ##AD #광고 #sponsored	['O', 'O', 'O', 'O', 'O']
시사회로 만나 본 내일 개봉작  휴먼 드라마라고 하면 되겠지 웃음과 감동을 섞은 어찌 보면 우리나라에서 많이 만들어졌던 영화인지라 보기 전엔 솔직히 기대가 1도 안 되었다 작년초에 개봉한 비슷한 느낌의 영화 을 그닥 이라며 본 내겐 이 영화도 비슷하게 다가왔기 때문이다 헌데 예상외로 이건 재밌게 봤다 역시 영화에 대한 평은 그때 당시의 컨디션에 크게 좌우되는 것 같다 휴먼 드라마라고 하면 되겠지 웃음과 감동을 섞은 어찌 보면 우리나라에서 많이 만들어졌던 영화인지라 보기 전엔 솔직히 기대가 1도 안 되었다 작년초에 개봉한 비슷한 느낌의 영화 을 그닥 이라며 본 내겐 이 영화도 비슷하게 다가왔기 때문이다 헌데 예상외로 이건 재밌게 봤다 역시 영화에 대한 평은 그때 당시의 컨디션에 크게 좌우되는 것 같다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Harry Potter And The Deathly Hallows Part 2 2011	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
다양한 블루투스 지원 기기에서 사용 가능	['O', 'O', 'O', 'O', 'O', 'O']
이 정도면 이 나라는 빈티지 활용을 잘 하는거다 빈티지 활용을 잘 하는거다	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'TRV-B', 'TRV-I', 'TRV-I', 'TRV-I']
#샴푸스타그램 #샴푸추천 #두피관리	['O', 'O', 'O']
확 보여서 맘에 드네	['PDT-B', 'PDT-I', 'PDT-B', 'PDT-I']
내 맘대로 꾸미는 백 요런 컨셉	['TRV-B', 'TRV-I', 'TRV-I', 'TRV-I', 'TRV-I', 'TRV-I']
